Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:5LOiuvbH62YGtnwe6Ltt4T,"Mirror","Mr. Morale & The Big Steppers","Kendrick Lamar",2022-05-13,256006,0,true,,2022-05-21T19:00:31Z,"hip hop,west coast hip hop","pgLang/Top Dawg Entertainment/Aftermath/Interscope Records",0.652,0.67,2,-8.766,1,0.0639,0.225,0.000014,0.0804,0.274,91.933,4
spotify:track:6NZOc8kO0Fxo0fLPvIdLnW,"Mother I Sober (feat. Beth Gibbons of Portishead)","Mr. Morale & The Big Steppers","Kendrick Lamar;Beth Gibbons",2022-05-13,406528,0,true,,2022-05-21T18:53:56Z,"hip hop,west coast hip hop","pgLang/Top Dawg Entertainment/Aftermath/Interscope Records",0.492,0.369,8,-14.861,0,0.329,0.87,0.0000285,0.11,0.491,140.012,4
spotify:track:0YeUVm23SAkUruwEx9LWnt,"Savior","Mr. Morale & The Big Steppers","Kendrick Lamar;Baby Keem;Sam Dew",2022-05-13,224466,0,true,,2022-05-20T20:47:19Z,"hip hop,west coast hip hop","pgLang/Top Dawg Entertainment/Aftermath/Interscope Records",0.605,0.692,8,-7.45,1,0.446,0.495,0,0.303,0.685,124.84,5
spotify:track:2IwbW2jd0Ncv99Aroe77Ru,"Crown","Mr. Morale & The Big Steppers","Kendrick Lamar",2022-05-13,264299,0,true,,2022-05-20T20:37:43Z,"hip hop,west coast hip hop","pgLang/Top Dawg Entertainment/Aftermath/Interscope Records",0.355,0.245,1,-13.475,0,0.0358,0.801,0.0000911,0.112,0.162,173.329,4
spotify:track:0o0BtyLhvu05czmflES2tH,"My Own Person","My Own Person","Ezra Williams",2020-11-19,264873,0,false,,2022-05-20T14:04:50Z,"bedroom pop","Smoothboi",0.6,0.548,7,-6.977,1,0.0328,0.784,0.0000302,0.116,0.263,89.98,4
spotify:track:05zd5Nv0e02ZqrlC8A2cwx,"United In Grief","Mr. Morale & The Big Steppers","Kendrick Lamar",2022-05-13,255377,1,true,,2022-05-13T12:47:07Z,"hip hop,west coast hip hop","pgLang/Top Dawg Entertainment/Aftermath/Interscope Records",0.529,0.845,8,-8.142,1,0.404,0.244,0,0.143,0.331,85.63,3
spotify:track:710NI8HGV810rFcjErcJLt,"Dunno Why","Hideaway","Lofty",2019-02-01,215730,0,false,,2022-05-09T17:23:50Z,"lo-fi,lo-fi hip hop,lo-fi beats","College Music Records",0.449,0.391,10,-10.219,1,0.0658,0.959,0.323,0.932,0.509,179.23,4
spotify:track:318GlwGP0P1jr3FrSiQWZq,"You, Dear","This Thing Called Living","Eloise",2019-05-30,187124,0,false,,2022-04-28T04:13:06Z,"","Harbour Artists & Music",0.713,0.475,11,-7.782,1,0.315,0.763,0,0.395,0.418,71.021,4
spotify:track:5K7dEG6yDQ981HO7kFMVqm,"Baby Boy","ARIZONA BABY","Kevin Abstract",2019-04-25,211668,52,true,,2022-04-25T02:42:45Z,"","Question Everything/RCA Records",0.372,0.485,5,-8.841,1,0.0761,0.667,0.00386,0.14,0.433,170.417,4
spotify:track:1PqkLOmSxmUSlaMfLqG5yz,"Orange","Orange","CLAY",2018-11-09,212535,0,false,,2022-04-11T18:29:23Z,"","CLAY",0.548,0.598,0,-6.558,1,0.18,0.235,0.00000191,0.0864,0.313,85.216,4
spotify:track:4gqnJeeFu2GbOnHawPjWHn,"Midnight","Midnight","Toby Sebastian;Florence Pugh",2021-05-16,285076,45,false,,2022-04-11T17:20:47Z,"","Independent",0.732,0.406,4,-7.33,1,0.0343,0.583,0.0000228,0.088,0.584,117.903,4
spotify:track:73uJybGAhwGRD9MZYrOmTY,"Death with Dignity","Carrie & Lowell","Sufjan Stevens",2015-03-31,239508,66,false,,2022-04-10T15:39:20Z,"baroque pop","Asthmatic Kitty",0.514,0.16,4,-21.04,1,0.0383,0.986,0.0176,0.113,0.395,169.898,4
spotify:track:5Ye6ckW0s6zVNU5YxssgbS,"Easy Does It","Easy Does It","Harry McNally",2020-02-28,217266,27,false,,2022-04-10T14:52:10Z,"","HM records",0.912,0.436,0,-8.994,1,0.0786,0.227,0.85,0.511,0.958,123.011,4
spotify:track:6xUQp6OWRdZJp2siPjpirE,"Glitter of the City (Song By Tahira)","The Glitter of the City","Ron Everett",2021-06-04,321201,37,false,,2022-04-10T14:46:13Z,"jazz funk","Jazzman",0.689,0.694,10,-14.629,1,0.0522,0.326,0.0115,0.199,0.927,156.45,4
spotify:track:4NDWcvf5JAQXKn3RLySjYQ,"Single For The Summer","Beginners","Christian Lee Hutson",2020-05-29,237098,24,false,,2022-04-10T13:50:56Z,"","Anti/Epitaph",0.477,0.455,3,-9.441,1,0.0254,0.299,0.0104,0.111,0.491,96.702,4
spotify:track:0tmu2QX56AAno9DkbuIgFY,"Sitting On The Water","Sitting On The Water","Toby Sebastian",2021-08-13,254586,17,false,,2022-04-09T23:06:15Z,"","Ditto",0.693,0.239,3,-9.98,0,0.0367,0.918,0.0000612,0.0554,0.58,90.424,3
spotify:track:2XQfBzQ0Zn6kDB1wUH3cVZ,"CHOICES","4444","Sam Gendel",2017-11-17,290681,0,false,,2022-04-09T22:43:28Z,"ambient jazz,experimental jazz,nu jazz,indie jazz","Terrible Records",0.57,0.449,2,-15.094,0,0.0316,0.973,0.656,0.221,0.489,97.004,4
spotify:track:3Kx8jHwgt5plNRapiGQ2NS,"SCRAMBLED","TRY B4U BUY","Havelock",2020-03-02,277141,37,true,,2022-03-29T13:26:37Z,"","Havelock",0.535,0.428,9,-9.241,0,0.0933,0.575,0.0000202,0.1,0.208,156.095,3
spotify:track:7gcDdLl83dyMQAB4JvmSuk,"Eugene","Path","Path",2017-08-25,198605,24,false,,2022-03-29T13:24:32Z,"","Cinny Records",0.587,0.623,4,-10.281,1,0.0283,0.296,0.000112,0.279,0.663,120.09,4
spotify:track:3S196HxxjdC6eRSdRd33RV,"Skinny Love","Modern Art","Scary Pockets;Antwaun Stanley",2019-09-27,224150,36,false,,2022-03-29T12:14:01Z,"funk,retro soul","Pockets, Inc.",0.697,0.459,0,-8.583,1,0.12,0.366,0.000106,0.085,0.676,147.536,4
spotify:track:7wR04K3JSaRJPO3D0f5fnx,"Glow","Glow","Alice Phoebe Lou",2021-03-19,165412,0,false,,2022-03-27T21:33:18Z,"","Alice Phoebe Lou",0.58,0.573,6,-5.345,1,0.0314,0.0427,0,0.0811,0.502,86.699,4
spotify:track:7tITkd2OToE32ELyKO7OQM,"Breezy Slide","Breezy Slide","Louie Zong;Brian David Gilbert",2022-02-12,181134,35,false,,2022-03-21T01:52:11Z,"","Fuji Apple Records",0.635,0.561,5,-12.549,1,0.0363,0.172,0.000217,0.189,0.575,101.727,4
spotify:track:1RwK5al4DKxgHQ234mKbwB,"SULA (Paperback)","SULA (Paperback)","Jamila Woods",2020-08-07,255906,0,false,,2022-03-18T12:19:13Z,"alternative r&b","Jagjaguwar",0.264,0.289,6,-10.773,1,0.0315,0.67,0.00000148,0.119,0.295,82.45,4
spotify:track:748mdHapucXQri7IAO8yFK,"Kiss Me More (feat. SZA)","Kiss Me More (feat. SZA)","Doja Cat;SZA",2021-04-09,208866,8,true,,2022-03-17T03:45:41Z,"r&b","Kemosabe Records/RCA Records",0.762,0.701,8,-3.541,1,0.0286,0.235,0.000158,0.123,0.742,110.968,4
spotify:track:3Hz8ImMtA4rJGHRqCYE39u,"Youngest Child","Youngest Child","Gabriel Sayer;Bambina",2021-08-31,159979,0,false,,2022-03-14T19:19:55Z,"","Acrophase Records",0.691,0.726,9,-3.944,1,0.0477,0.145,0.0124,0.375,0.711,112.024,4
spotify:track:5geBLKrGS8cApnGN5Ncs7L,"NEXT 2 U","NEXT 2 U","ego apartment",2021-08-04,169484,39,false,,2022-03-10T15:04:32Z,"j-r&b","NihyakuWIND",0.769,0.591,4,-5.615,0,0.0492,0.573,0.0316,0.106,0.766,97.04,4
spotify:track:0six1LYkEh8vBorQvMF8hQ,"I'm Just Stupid","I'm Just Stupid","Maya Delilah",2020-05-15,166791,35,false,,2022-03-10T13:54:23Z,"","Maya Delilah",0.829,0.426,0,-12.215,1,0.0604,0.636,0.0756,0.113,0.962,141.01,4
spotify:track:7MTmPkKezlfu5imj1irLpH,"Eastside","Eastside","DAISY",2021-10-08,334360,28,true,,2022-03-10T13:42:41Z,"","Nice Work",0.628,0.376,4,-6.75,1,0.0428,0.44,0.00000152,0.293,0.507,71.949,4
spotify:track:06Xh1KvQofFghlSt33mFjc,"Wishful Thinking","FIRE ON MARZZ","BENEE",2019-06-28,213373,58,false,,2022-03-07T01:18:44Z,"","Republic Records",0.644,0.661,1,-6.161,0,0.0332,0.142,0.00000154,0.177,0.55,82.023,4
spotify:track:0gfJD5Uhx82OhbgVmUMPmH,"City Hell","Wicked City","Jockstrap",2020-06-19,326933,0,false,,2022-03-02T04:07:05Z,"art pop","Warp Records",0.273,0.399,3,-7.575,1,0.0375,0.00605,0.0214,0.163,0.0661,128.959,4
spotify:track:1lExr2fRER9uMrpIBqArSO,"Follow Me Like the Moon","Follow Me Like the Moon","Sammy Rae & The Friends",2022-01-14,261903,49,false,,2022-03-02T03:59:24Z,"pop soul","Nettwerk Music Group",0.629,0.853,11,-5.043,0,0.0729,0.146,0.0000678,0.176,0.679,108.119,4
spotify:track:3lI8xmGNgcwsSYEXjKdbdp,"Don't Wake Me Up","Is Your Love Big Enough? (Deluxe Edition)","Lianne La Havas",2012-07-06,224560,25,false,,2022-02-27T18:41:41Z,"alternative r&b,soul,pop soul","Nonesuch",0.561,0.433,4,-6.647,0,0.057,0.586,0,0.0808,0.305,75.99,4
spotify:track:4QHGNic39u9DF11MaQDfe9,"The Hook","The Hook","NONEWFRIENDS.",2020-08-14,366000,21,true,,2022-02-21T13:57:11Z,"","NNF.",0.463,0.452,11,-6.297,1,0.0369,0.723,0.0000363,0.199,0.378,89.845,4
spotify:track:4qztQITIPQRgY1ZVR2CDrM,"Ode to Artifice","Ode to Artifice","Samia",2019-05-20,165468,33,false,,2022-02-20T19:45:10Z,"","Grand Jury",0.676,0.746,10,-7.047,1,0.0364,0.297,0,0.104,0.602,128.003,4
spotify:track:4rbGIJobQJLUCgKrrsY6mm,"Magnetic","Magnetic","Full Crate;Susan Carol;Sergiio",2020-05-22,180000,0,false,,2022-02-18T16:08:59Z,"neo soul","85 Oceans",0.549,0.375,1,-10.213,1,0.119,0.451,0.000146,0.324,0.513,119.877,3
spotify:track:66Wan3CzN2tJZ4ZfYH6RFN,"Figure in the Field","Primitive Initiative","The Brazen Youth",2018-08-17,338360,0,false,,2022-02-18T14:42:26Z,"","The Brazen Youth",0.557,0.29,11,-13.424,1,0.036,0.185,0.000062,0.227,0.307,121.966,4
spotify:track:55jPhDgexkMIZbTCB7CNIY,"Sweet Tooth","Sweet Tooth","Isa Reyes",2018-04-08,150374,22,false,,2022-02-18T14:11:55Z,"","Isa Reyes",0.69,0.787,3,-6.782,1,0.0428,0.329,0.00147,0.127,0.254,89.993,4
spotify:track:4fad3fQF14tWgSJXCmF7hR,"be cool","soft thing","LOONY",2021-06-24,143647,0,false,,2022-02-18T14:04:25Z,"alternative r&b","LOONY",0.877,0.344,3,-7.281,0,0.246,0.582,0.00579,0.0969,0.518,140.107,4
spotify:track:3H5pElWVrTWGqLhqo7LxQM,"Kiss Me In Heaven","Accelerator","The Convenience",2021-10-22,219823,23,false,,2022-02-07T16:59:54Z,"","Winspear",0.687,0.55,4,-7.595,1,0.0819,0.232,0.266,0.104,0.962,157.801,4
spotify:track:6ChWsucu3FqaUr6q1nIsOj,"Fun Campfire Song","Fun Campfire Song","Dan Reeder",2022-02-04,138273,0,false,,2022-02-04T14:59:20Z,"","Oh Boy Records",0.508,0.195,10,-14.854,1,0.0413,0.907,0,0.104,0.386,90.27,4
spotify:track:06DcUBxCvBAqvWgpExtbLE,"Party Sickness","Party Sickness","Hope Tala",2022-02-02,229414,36,true,,2022-02-04T14:45:53Z,"alternative r&b","EMI",0.501,0.752,6,-4.606,1,0.1,0.175,0.000215,0.143,0.588,95.428,4
spotify:track:7GqL2FGwsRKPEtfPOVSXgS,"King of Silence","Stereotype A","Cibo Matto",1999,295533,43,false,,2022-02-01T15:22:33Z,"shibuya-kei,trip hop,art pop","Rhino/Warner Records",0.616,0.606,10,-7.342,0,0.0743,0.0691,0.0115,0.0878,0.612,168.28,4
spotify:track:0WebpqjAhluHB2WREW9x4R,"Hold In, Hold On","Hold In, Hold On","Kid Bloom",2020-11-13,159666,45,false,,2022-01-27T00:44:17Z,"","KID BLOOM/Electric Feel Rcds",0.774,0.766,0,-3.829,1,0.0351,0.119,0,0.0993,0.75,124.019,4
spotify:track:6DVgYOMyH4RC6kmKSD6dGo,"Colder","Colder","Rusty Clanton",2020-12-29,216000,0,false,,2022-01-25T15:52:16Z,"","Rusty Clanton",0.521,0.142,3,-18.436,1,0.0323,0.931,0.0211,0.0721,0.269,98.07,4
spotify:track:0DyZx471Ab72xTOFE47q9h,"Penelope","Penelope","Early Eyes",2018-06-15,236634,39,false,,2022-01-25T03:15:48Z,"","Birds Plural",0.613,0.651,11,-10.048,1,0.0513,0.103,0.000368,0.101,0.6,141.961,4
spotify:track:5ZHPjF87Mcry4c78EXOipS,"Something Has Changed","Antidote to Being Bored","Oscar Lang",2020-12-04,178426,28,false,,2022-01-21T20:37:06Z,"bedroom pop","Dirty Hit",0.575,0.917,1,-3.977,1,0.0312,0.0000625,0.289,0.114,0.751,114.99,4
spotify:track:4qIzZXT8dNM8IUwC9GKbBf,"Ideally Attached","Ideally Attached","Rafa",2020-08-28,236051,19,false,,2022-01-20T20:42:32Z,"","Funck Records",0.808,0.221,9,-12.666,1,0.0381,0.725,0.0156,0.173,0.483,110.001,4
spotify:track:4cZkUkXGaw1D8pkuiKZY9J,"Fragile","Fragile","Carter Benjamin;Appleby",2020-06-04,171702,0,false,,2022-01-20T20:34:12Z,"","Benjamin Carter",0.536,0.39,11,-8.185,0,0.0972,0.506,0.0826,0.117,0.321,84.556,4
spotify:track:1b4vtzaODrPqi7o055GNro,"Cheeky Peak","Cheeky Peak","Stan Forebee",2021-02-05,91500,20,false,,2021-12-28T19:38:11Z,"lo-fi beats,jazz beats,lo-fi hip hop,lo-fi,jazz rap","Stan Forebee Music",0.763,0.545,6,-8.975,1,0.0973,0.426,0.776,0.0952,0.899,90.029,4
spotify:track:1FxcYBWbzNaSxXIklgioPZ,"thank u, next","thank u, next","Sondre Lerche",2018-12-24,245813,0,false,,2021-12-17T21:13:29Z,"norwegian pop","PLZ",0.765,0.434,1,-9.105,1,0.0509,0.127,0.0341,0.0775,0.786,94.988,4
spotify:track:2q665uNpqatx58180pLD2a,"Clementine","Clementine","T. Evann",2020-06-02,309104,30,false,,2021-12-11T18:32:31Z,"lo-fi indie,surf rock","Nice Guys",0.678,0.599,9,-10.971,1,0.101,0.611,0.062,0.373,0.268,121.129,4
spotify:track:4ieunk0Q7WADWYoZMSolwG,"Handful of Water","Ventura (Extended)","Sofía Valdés",2021-05-21,151746,44,false,,2021-12-11T18:28:33Z,"latin indie","Warner Records",0.631,0.503,1,-7.857,0,0.0648,0.327,0,0.14,0.753,209.06,4
spotify:track:1vhdWXJNjlsgaSRdSpqsYh,"Danny Boy (Londonderry Air)","Solo Guitar","Ted Greene",1977-01-01,291413,44,false,,2021-12-09T05:40:38Z,"jazz ballads","Art of Life Records",0.367,0.0655,1,-24.978,1,0.0357,0.983,0.921,0.109,0.147,105.899,4
spotify:track:1G24yZgfwpRAPfhJuP2nt4,"Atheist","Beginners","Christian Lee Hutson",2020-05-29,180440,30,false,,2021-12-05T18:34:08Z,"","Anti/Epitaph",0.55,0.277,3,-10.281,1,0.0314,0.916,0.0000144,0.118,0.502,130.352,4
spotify:track:6lIRYe72fn1pf7TNqfI0ul,"Cheesin’ (with Cautious Clay, Remi Wolf, Still Woozy, Sophie Meiers, Claud, Melanie Faye, & HXNS)","Cheesin'","Cautious Clay;Remi Wolf;sophie meiers;Still Woozy;Claud;Melanie Faye;HXNS",2020-04-22,138000,56,false,,2021-12-03T16:06:43Z,"bedroom pop,indie pop,neo soul","Republic Records",0.818,0.623,9,-5.901,0,0.043,0.201,0,0.112,0.968,120.104,4
spotify:track:0In3u56vbH2at3bViAzzwq,"erase me (feat. Jacob Collier)","erase me (feat. Jacob Collier)","Lizzy McAlpine;Jacob Collier",2021-11-17,214468,0,false,,2021-12-02T18:05:38Z,"","Harbour Artists & Music",0.415,0.453,6,-8.537,0,0.0595,0.592,0.0000222,0.131,0.305,93.267,4
spotify:track:1uirE2Am209htwgK4KVrGD,"As","Regina","Becca Stevens;Jacob Collier",2017-03-24,299116,33,false,,2021-12-02T18:00:36Z,"","GroundUP",0.399,0.238,0,-13.727,1,0.0329,0.9,0.00000157,0.0809,0.304,94.711,4
spotify:track:02VdHwnGhy5fTW2CTZkYsb,"Helplessness Blues","Helplessness Blues","Fleet Foxes",2011-05-03,303386,56,false,,2021-12-01T16:03:31Z,"indie folk,folk,indie","Sub Pop Records",0.329,0.452,8,-7.737,1,0.0334,0.0908,0.00000543,0.118,0.193,125.217,3
spotify:track:10W9VfdAc8ZK2BTM80I4Z2,"Heart","Live for Each Other","Fat Night",2020-07-10,302226,0,false,,2021-12-01T16:03:07Z,"retro soul","Acrophase Records",0.531,0.371,6,-13.88,0,0.0385,0.65,0.0995,0.348,0.596,208.061,4
spotify:track:1dXc9K0s66XAb6oNJfsmya,"Softly (Tokyo)","City Pop","Benny Sings",2019-02-22,195720,26,false,,2021-12-01T16:03:04Z,"","Stones Throw Records",0.919,0.614,1,-8.785,1,0.0394,0.0653,0.106,0.0829,0.963,132.038,4
spotify:track:6LqZFfv4fUP7va14Y6VW9a,"Misty Morning","Breakfast","Lawrence",2017-02-24,252026,1,false,,2021-12-01T16:03:00Z,"pop soul,retro soul,christmas","LAWRENCE",0.63,0.387,0,-10.009,1,0.114,0.429,0.00112,0.112,0.412,167.845,4
spotify:track:3BeQzzSxNb7lzN1pJwXXDf,"Twenties","Twenties","Bren Joy",2019-05-17,255170,47,false,,2021-12-01T16:02:55Z,"","Warner Records",0.526,0.584,5,-6.414,1,0.194,0.171,0,0.0503,0.599,176.359,4
spotify:track:1QloOO4c5p6DkvnjcHDSSb,"Talk Words","Talk Words","Bickle",2021-08-02,213025,32,false,,2021-11-29T15:15:23Z,"","Bickleboy Big International",0.881,0.385,9,-9.516,1,0.0465,0.222,0.00105,0.104,0.571,119.004,4
spotify:track:1UeLNAJiklqa9RGRvtVqUx,"Crying","Love Hurts","Julian Lage",2019-02-22,334368,5,false,,2021-11-29T14:40:01Z,"jazz","Mack Avenue Records",0.57,0.322,2,-11.943,1,0.0281,0.895,0.857,0.131,0.333,93.994,4
spotify:track:5z0Wa1EiCoaUafx83WszRY,"That Life","That Life","Unknown Mortal Orchestra",2021-08-04,215866,0,false,,2021-11-29T14:27:19Z,"neo-psychedelic","Jagjaguwar",0.926,0.628,3,-5.246,1,0.047,0.069,0.00467,0.102,0.929,123.326,4
spotify:track:5wJ9sSG7NItwu34jMnyxqa,"Liz","Liz","Remi Wolf",2021-06-01,175866,50,false,,2021-11-29T14:12:56Z,"","Island Records",0.665,0.788,5,-3.889,0,0.0857,0.142,0,0.317,0.63,80.476,4
spotify:track:63msGdgRl82cT88247E2kz,"Last Time","Melchor Lullaby Hotline Vol. 1","Adam Melchor",2021-03-19,193972,38,false,,2021-11-23T13:18:34Z,"","R&R Digital/Warner Records",0.493,0.556,7,-11.351,1,0.102,0.714,0.0439,0.287,0.409,146.057,4
spotify:track:3CRKXn5SZdHquWBpyPjEAr,"Nice","Humilis","Jazz Emu",2021-08-19,258226,12,false,,2021-11-23T04:25:45Z,"","Jazz Emu",0.668,0.538,4,-6.574,1,0.068,0.606,0.0000166,0.114,0.468,78.953,4
spotify:track:6Tr0Zxy9g4csx7sJETuM5Z,"Shirt Collar","Humilis","Jazz Emu",2021-08-19,209096,14,false,,2021-11-23T04:25:39Z,"","Jazz Emu",0.835,0.621,8,-6.703,1,0.462,0.357,0.00000125,0.0859,0.938,166.002,4
spotify:track:6DXRQVvJThjyDkuFhUQufg,"Hœrgüpjelly Kisses","Humilis","Jazz Emu",2021-08-19,200869,23,false,,2021-11-21T17:02:47Z,"","Jazz Emu",0.887,0.472,0,-9.98,1,0.139,0.649,0.0156,0.138,0.931,138.015,4
spotify:track:6B1Q7hi48RVUvak1SLoiJX,"Venus Flytrap","Venus Flytrap","Feng Suave",2018-11-30,222122,13,false,,2021-11-17T15:55:36Z,"bedroom pop","Feng Suave",0.611,0.453,4,-8.366,1,0.0296,0.533,0.0000178,0.115,0.4,130.925,4
spotify:track:4JYJU761kWJEK91hyug33F,"Tree Among Shrubs","Untourable Album","Men I Trust",2021-08-25,188301,0,false,,2021-11-17T15:30:52Z,"bedroom pop,indie pop,dream pop","Independent",0.713,0.443,11,-11.704,0,0.0531,0.656,0.804,0.111,0.864,76.791,4
spotify:track:2ARIyufUagbk2YXbqJXYOH,"Ride with Me","Introducing...","Aaron Frazer",2021-01-08,232760,46,false,,2021-11-17T14:22:28Z,"retro soul","Dead Oceans",0.695,0.528,6,-8.582,1,0.0315,0.199,0.684,0.0995,0.75,124.385,4
spotify:track:5ZULggPwFprcSc9kgEbLZF,"Have You Decided?","Have You Decided?","Ruthven",2020-08-04,286893,23,false,,2021-11-17T14:15:04Z,"","Paul Institute",0.524,0.508,5,-11.486,1,0.0506,0.534,0.00196,0.129,0.137,123.985,4
spotify:track:7DyRJrCSEgzDxjCDNrgmgh,"Joy Is You","Breathe Deep","Oscar Jerome",2020-08-14,236720,30,false,,2021-11-17T13:50:09Z,"indie soul,jazz house,indie jazz,nu jazz","Au Contraire Music",0.71,0.246,11,-13.659,0,0.0618,0.899,0.0158,0.103,0.289,62.534,4
spotify:track:0LDiaSudHOYJ8e473mv5uY,"Leave The Door Open","An Evening With Silk Sonic","Bruno Mars;Anderson .Paak;Silk Sonic",2021-11-12,242096,0,false,,2021-11-15T18:45:44Z,"","Aftermath Entertainment/Atlantic",0.586,0.616,5,-7.964,1,0.0324,0.182,0,0.0927,0.719,148.088,4
spotify:track:7GuP2hQO9oprADjY3gRhCT,"Fly As Me","An Evening With Silk Sonic","Bruno Mars;Anderson .Paak;Silk Sonic",2021-11-12,219389,0,false,,2021-11-15T18:45:42Z,"","Aftermath Entertainment/Atlantic",0.783,0.627,2,-8.521,1,0.102,0.00756,0,0.0606,0.48,100.025,4
spotify:track:2MKLbFPQ3QDXpQ0KnS06Kl,"Those Sweet Words","Feels Like Home","Norah Jones",2004-01-01,202640,68,false,,2021-11-09T21:22:30Z,"jazz pop","Blue Note Records",0.798,0.234,2,-10.699,1,0.0317,0.875,0.000626,0.134,0.403,103.152,4
spotify:track:4CtdS20WySSZbJHCs3Tqdo,"No Looking Back","Missing Molars (Swnt Deluxe)","Genesis Owusu",2021-07-14,222840,0,true,,2021-11-09T15:03:38Z,"","House Anxiety / Ourness",0.524,0.614,8,-5.772,1,0.0478,0.18,0.000932,0.115,0.502,123.049,3
spotify:track:3XjHve3SvevGpoAMkYMhHS,"Yesterday","Yesterday","Cōrt;Ava",2020-03-03,182716,0,false,,2021-11-09T13:43:20Z,"afro house","1160966 Records DK",0.629,0.273,10,-14.294,1,0.0294,0.465,0.275,0.105,0.605,79.996,4
spotify:track:6A46jG17UumVQLqodsFxuV,"Show Me How (Album V)","Oncle Jazz","Men I Trust",2019-09-13,215110,51,false,,2021-11-07T16:50:19Z,"bedroom pop,indie pop,dream pop","Independent",0.812,0.212,9,-15.267,0,0.0606,0.765,0.849,0.0959,0.463,166.025,4
spotify:track:5sXTG5MxeA6zVNm3YfCVad,"Dive","All Talk!","Tim Atlas",2018-03-06,237480,0,false,,2021-11-07T15:45:16Z,"","Tim Atlas",0.778,0.616,11,-5.466,1,0.0375,0.0771,0.0136,0.185,0.951,102.987,4
spotify:track:36PQh1G6h7n9VWB799fXpI,"Darling","In Mind","Real Estate",2017-03-17,260386,52,false,,2021-11-07T15:28:56Z,"jangle pop,dream pop,surf rock","Domino Recording Co",0.596,0.894,0,-5.407,1,0.0265,0.00878,0.00659,0.104,0.572,132.994,5
spotify:track:65j65yDSE06CNKAPjsHoJt,"Was It Something I Said","Was It Something I Said","MyKey",2019-07-26,220588,58,false,,2021-11-07T15:26:08Z,"bedroom pop","Warner Records",0.587,0.724,6,-6.775,1,0.0321,0.617,0.000168,0.157,0.837,106.994,4
spotify:track:0kjRlBI8YIxDQKrP7PrZr4,"Satellite","Satellite","Will Paquin",2021-08-20,191505,0,false,,2021-11-03T14:36:26Z,"","Sonder House",0.68,0.506,1,-10.04,0,0.0484,0.293,0.000253,0.0849,0.928,176.037,5
spotify:track:0RVJGI35nVNlRqJMlIYOe4,"Cigars","Cigars","edbl;Alfie Neale;Jarki Monno",2020-09-16,197036,21,false,,2021-11-03T14:25:06Z,"uk r&b,lo-fi hip hop,neo soul","edbl recordings (Catalogue)",0.808,0.655,4,-6.879,0,0.304,0.398,0,0.402,0.783,93.924,4
spotify:track:4G5bnCpOB99DIcOQa6QVYw,"Show Runner 99","Show Runner 99","Ritt Momney",2021-08-27,206316,0,true,,2021-11-02T15:00:12Z,"bedroom pop","Disruptor Records/Columbia",0.26,0.465,6,-10.143,1,0.0332,0.916,0.00345,0.33,0.315,127.465,5
spotify:track:4cJOLN346rtOty3UPACsao,"I Don't Know You","I Don't Know You","The Marías",2017-06-14,209449,0,false,,2021-11-02T14:34:11Z,"bedroom pop","Superclean Records",0.884,0.333,9,-9.753,0,0.0617,0.293,0.0205,0.103,0.587,118.065,4
spotify:track:62kHSw6wBh4c6UemJCb5p6,"Take Me Where Your Heart Is","Take Me Where Your Heart Is","Q",2020-10-09,192647,0,false,,2021-11-02T14:21:56Z,"alternative r&b","Columbia",0.858,0.426,10,-8.879,0,0.0402,0.00586,0.761,0.0986,0.419,89.981,4
spotify:track:2MOvdhC2Ve2kgiL1oG0i7e,"Everything's Gonna Be Fine","A Freak Grows in Brooklyn","Ryan Scott",2019-08-23,196591,29,false,,2021-11-02T12:42:55Z,"","Make My Own Records BYOB",0.669,0.613,10,-6.042,0,0.0936,0.0518,0.5,0.0795,0.742,82.879,4
spotify:track:7GdGBGwFMg21mY9kNpNKXI,"Antidote","A Collection of Fleeting Moments and Daydreams","Orion Sun",2017-07-02,169756,0,false,,2021-11-01T00:12:30Z,"alternative r&b,bedroom pop","orion sun",0.506,0.807,8,-3.96,1,0.249,0.161,0,0.114,0.394,163.239,4
spotify:track:2joEpsXflccZD0ZwKEdz5m,"Sugar","Untourable Album","Men I Trust",2021-08-25,176315,0,false,,2021-10-31T23:22:54Z,"bedroom pop,indie pop,dream pop","Independent",0.823,0.461,9,-12.75,0,0.0366,0.647,0.327,0.14,0.798,114.026,4
spotify:track:3eZqBNHlNA4lUsbAB6UmvD,"Loretta","Loretta","Ginger Root",2021-06-16,190153,4,false,,2021-10-31T23:22:44Z,"city pop","Acrophase Records",0.706,0.801,2,-5.646,1,0.0462,0.282,0.594,0.143,0.887,130.001,4
spotify:track:3IPBftcOHWxzLFyH5svvnY,"Sweet (feat. Landon Sears)","Twenties","Bren Joy;Landon Sears",2019-05-17,226153,52,false,,2021-10-28T12:42:08Z,"","Warner Records",0.623,0.73,0,-6.851,1,0.124,0.174,0,0.0684,0.549,78.056,4
spotify:track:6RG8y3WSNUE3DcIC3eQCXO,"Blue Lips","Invitation to Her's","Her's",2018-08-24,222062,60,false,,2021-10-25T12:34:43Z,"indie","Heist Or Hit Records",0.359,0.727,2,-7.088,1,0.0345,0.0512,0.81,0.112,0.698,109.853,4
