Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:7lbmRARJSjx3ksLOQubloP,"Samurai Cowboy","The Gate","Kurt Elling",2011-01-01,204653,13,false,,2024-09-20T00:49:54Z,"vocal jazz,jazz,jazz ballads","Concord Jazz",0.926,0.202,5,-17.266,0,0.216,0.37,0,0.0945,0.861,134.95,3
spotify:track:3tML0isKJJ3DJUQKcm3L0e,"The Man Who Sees Tomorrow","The Man Who Sees Tomorrow / Lodarore","Uwade",2021-04-16,211733,32,false,,2024-09-19T00:09:38Z,"","1447980 Records DK",0.257,0.213,11,-11.787,1,0.0364,0.77,0,0.363,0.209,55.309,3
spotify:track:5TnodoKN3XEi80i2ZeCh1y,"Nostalgia","Nostalgia","Uwade",2019-09-12,229432,39,false,,2024-09-19T00:00:15Z,"","1447980 Records DK",0.781,0.285,9,-11.742,0,0.042,0.54,0.0000386,0.107,0.173,116.954,4
spotify:track:2ya75bvL17SgjKvytJrBAm,"Used To Be Lonely","Forever Turned Around","Whitney",2019-08-30,228960,36,false,,2024-09-18T23:33:36Z,"","Secretly Canadian",0.566,0.405,8,-9.053,1,0.0288,0.876,0.0125,0.0928,0.365,103.467,4
spotify:track:5KkoM9rbevlWf8EePOrwfS,"Drinking Song","I Need to Start a Garden","Haley Heynderickx",2018-03-02,195845,47,false,,2024-09-18T23:16:35Z,"","Mama Bird Recording Co.",0.621,0.219,0,-11.305,1,0.0381,0.89,0.000014,0.111,0.253,120.495,3
spotify:track:6fbQ0UYHQS2CFQ85hOyXVM,"Honeybody","Sonderlust","Kishi Bashi",2016-09-16,266453,49,false,,2024-09-18T15:06:45Z,"","Joyful Noise Recordings",0.392,0.408,5,-9.779,1,0.0396,0.776,0.156,0.113,0.509,74.646,4
spotify:track:1lORkxEMmsCZqhoxcmk3A3,"Nothing","To Let A Good Thing Die","Bruno Major",2020-06-05,162797,74,false,,2024-09-17T17:18:53Z,"","Bruno Major",0.555,0.27,2,-15.892,1,0.0888,0.931,0.544,0.103,0.271,139.681,3
spotify:track:3S7cmBrLOuvCDdA1hy6r3g,"A First Day of Spring","A First Day of Spring","pedram",2022-08-09,212000,39,false,,2024-09-16T13:02:05Z,"jazz house","peddy.ai",0.331,0.0429,1,-22.39,1,0.0439,0.986,0.907,0.0956,0.0629,65.52,4
spotify:track:5iFT235WznPRAR0Csw3kom,"Burnt Around The Edges","Gumbo","The Junk Experiment",2021-11-26,308571,1,false,,2024-09-13T13:22:31Z,"","Stoned Poet Society",0.561,0.424,10,-11.867,0,0.0823,0.246,0.0000341,0.0536,0.68,112.178,5
spotify:track:5kezlJNDGWAV8AhEZLqn0A,"I Took The L","Johnny","John Roseboro",2023-04-05,174843,38,false,,2024-09-12T12:01:00Z,"bossa nova,indie jazz","Public Confession Art House",0.505,0.378,11,-14.176,0,0.0735,0.871,0.112,0.0952,0.635,94.06,4
spotify:track:4PyOWO1P456jVZtE9dN5af,"Right Now","Right Now","Twisted Pine",2020-08-14,222766,14,false,,2024-09-11T15:57:31Z,"newgrass,bluegrass","Signature Sounds Recordings",0.82,0.304,9,-8.172,1,0.0413,0.244,0.0000314,0.0824,0.318,109.065,4
spotify:track:4DFLuzA1MLPFxo6OAYI7ub,"Papaya","Right Now","Twisted Pine",2020-08-14,297000,20,false,,2024-09-10T02:02:40Z,"newgrass,bluegrass","Signature Sounds Recordings",0.749,0.326,10,-10.31,0,0.0801,0.506,0.00944,0.127,0.49,90.113,4
spotify:track:2hKnW3SMsVWhXoSYLXn01G,"Lovegod","Lovegod","Sarah Kinsley",2023-05-12,188065,56,false,,2024-09-09T13:55:46Z,"","Sarah Kinsley Verve Forecast",0.271,0.647,1,-7.615,1,0.0401,0.233,0.000014,0.113,0.163,185.867,4
spotify:track:2utuiIeFCJWBcJ8CZCtDh1,"Preferably Forever","Gumbo","The Junk Experiment",2021-11-26,197250,21,false,,2024-09-09T13:12:38Z,"","Stoned Poet Society",0.432,0.236,4,-13.343,1,0.107,0.689,0,0.113,0.385,199.845,4
spotify:track:2QWMlZTBznsuJKMUIKoz95,"Pernambuco","Solo in Rio 1959","Luiz Bonfá",2005-02-22,101360,44,false,,2024-09-06T11:49:27Z,"bossa nova,brazilian jazz,latin jazz","Smithsonian Folkways Recordings",0.713,0.0832,4,-23.894,0,0.0598,0.926,0.885,0.108,0.884,112.688,4
spotify:track:4uoyydtazvhxngJ6Ez6eEX,"Brown Eyes","West Side Highway","Melt",2021-02-19,235998,38,false,,2024-09-06T00:51:05Z,"indie soul,pop soul","Melt Records",0.661,0.353,7,-8.264,0,0.0292,0.711,0.0000291,0.135,0.253,77.945,4
spotify:track:5oIVNm56t6OIf9ZjdEG3ud,"Coincidence","Short n' Sweet","Sabrina Carpenter",2024-08-23,164202,73,false,,2024-08-31T14:49:10Z,"pop","Island Records",0.418,0.815,9,-6.216,1,0.125,0.362,0,0.125,0.758,77.862,4
spotify:track:0wLShWQOl0WWL8RBc3ZQtG,"Concerto for Guitar","Introspection","Luiz Bonfá",1972-10-01,193653,38,false,,2024-08-30T12:12:16Z,"bossa nova,brazilian jazz,latin jazz","RCA/Legacy",0.354,0.258,11,-17.525,0,0.0487,0.991,0.884,0.095,0.174,144.038,3
spotify:track:0Cn4UhpHhgf88eWaS9nn5u,"Uncle ACE","Cupid Deluxe","Blood Orange",2013-11-18,256693,65,false,,2024-08-27T23:40:32Z,"art pop","Domino Recording Co",0.742,0.945,5,-6.445,1,0.0428,0.0639,0.165,0.131,0.742,112.977,4
spotify:track:6erM0iK1QJH7Qaw29Vzqow,"Confirmation","Confirmation / I Turned Away","Westerman",2018-03-28,209309,0,false,,2024-08-27T23:32:40Z,"","Partisan Records",0.776,0.357,8,-11.651,1,0.0376,0.936,0.342,0.0645,0.385,121.991,4
spotify:track:4HCcvFdHfwR2u3WPPPVRv6,"Green & Gold","Blood","Lianne La Havas",2015-07-17,278200,60,false,,2024-08-27T23:20:43Z,"alternative r&b,soul,pop soul","WM UK",0.683,0.4,7,-8.458,1,0.052,0.212,0.000324,0.55,0.262,93.966,4
spotify:track:1m7dBXRT9sndeZjVonOdfa,"Do You Wanna Party","Do You Wanna Party","FLEECE",2023-06-22,192752,40,false,,2024-08-25T11:52:20Z,"","Blue Heron Music",0.699,0.621,4,-5.909,1,0.0267,0.276,0.036,0.552,0.656,98.03,4
spotify:track:4tpTHnlb4l7mMZk0X4UOw9,"Never Enough","Never Enough","Telula",2024-05-18,196527,10,false,,2024-08-25T11:45:38Z,"","Telula Records",0.741,0.613,0,-9.578,1,0.0597,0.108,0.203,0.144,0.904,107.994,4
spotify:track:7FQCZ5i5bmQ76LoGHyVcX0,"Talk It Up","The Good Life","Sammy Rae & The Friends",2018-07-10,238480,58,false,,2024-08-24T14:16:12Z,"pop soul","Nettwerk Music Group",0.524,0.733,7,-4.669,1,0.0938,0.593,0,0.0931,0.674,112.716,4
spotify:track:46kXlOq68HXFrhkxGV6qtI,"All Falls Down","Older","Lizzy McAlpine",2024-04-05,171842,58,false,,2024-08-20T13:53:15Z,"","Indigo Blue/RCA Records",0.691,0.583,5,-7.008,1,0.0365,0.41,0.000845,0.0942,0.646,127.97,4
spotify:track:3MZjOGeXhpHbQ9ESMNFFnH,"Honeybee","The 2¢ Show","Steam Powered Giraffe",2012-05-23,309000,53,false,,2024-08-19T18:45:28Z,"","Steam Powered Giraffe",0.352,0.186,1,-11.568,1,0.0346,0.871,0.00000114,0.13,0.216,87.919,4
spotify:track:3u9NgKj0mhqYMyt7JvIIKT,"À Cabo","À Cabo","Pomplamoose;Larry Goldings",2023-07-20,227027,36,false,,2024-08-18T17:25:17Z,"jazz,jazz ballads","Pomplamoose",0.762,0.568,1,-13.044,0,0.0505,0.715,0.509,0.272,0.758,148.025,4
spotify:track:1To829onYmL63wLNtU7Zm8,"4 Leaf Clover (feat. Steve Lacy)","Crush EP","Ravyn Lenae;Steve Lacy",2018-02-09,220100,53,true,,2024-08-15T14:20:20Z,"alternative r&b,indie soul","Atlantic Records/Three Twenty Three Music Group",0.665,0.537,7,-7.847,1,0.132,0.0145,0.00183,0.0663,0.836,154.385,3
spotify:track:1Wi1XpdZzGVIdRTzlTrIEF,"Soup","Big Ideas","Remi Wolf",2024-07-12,213116,76,false,,2024-08-14T15:31:17Z,"","Remi Wolf PS",0.65,0.686,6,-4.611,1,0.0569,0.0103,0.000599,0.0619,0.559,119.937,4
spotify:track:1OimzlKVRx75TZtPZiGAGK,"From Scratch","Bird's Eye","Ravyn Lenae",2024-08-09,205773,49,false,,2024-08-14T15:13:17Z,"alternative r&b,indie soul","Atlantic Records",0.677,0.593,1,-10.075,1,0.0399,0.0702,0.0416,0.125,0.341,96.957,4
spotify:track:4YUkUocIFAeZznwprEAsxM,"Dream Girl","Bird's Eye","Ravyn Lenae;Ty Dolla $ign",2024-08-09,219051,53,false,,2024-08-14T15:01:46Z,"alternative r&b,indie soul,trap soul","Atlantic Records",0.703,0.595,7,-8.621,1,0.0371,0.112,0.000532,0.122,0.48,111.966,4
spotify:track:7sb94ZGWPLYRaVYRqOgfQC,"Theatre","The Death Of Summer & Other Promises","Etta Marcus",2024-01-26,179037,51,false,,2024-08-14T13:25:00Z,"","Polydor Records",0.506,0.564,1,-5.628,1,0.0348,0.101,0,0.281,0.143,139.987,4
spotify:track:2Fa9ea7JFK1gyYFs9sFrtM,"Dummy","Chris Black Changed My Life","Portugal. The Man",2023-06-23,145093,60,false,,2024-08-14T13:14:27Z,"","Atlantic Records",0.747,0.649,11,-5.807,0,0.0419,0.0139,0.00333,0.115,0.774,91.05,4
spotify:track:6tAHoWuZoM6QprTo61SBne,"Got To Be Mine","Dot","Vulfmon;Evangeline",2024-07-23,188114,27,false,,2024-08-04T12:58:56Z,"soul jazz","Vulf Records",0.791,0.758,7,-7.323,1,0.0527,0.217,0.022,0.349,0.888,96.146,4
spotify:track:10iitQYW9a3qWkYPexjA3U,"Little Thunder","Dot","Vulfmon;Jacob Jeffries;Harrison Whitford",2024-07-23,194429,5,false,,2024-08-04T12:52:35Z,"","Vulf Records",0.62,0.447,9,-7.865,1,0.0298,0.0309,0.00382,0.356,0.548,124.485,4
spotify:track:4JlDJCUzDQqxfpc0fTaem3,"Letting Things Go","Dot","Vulfmon;Evangeline",2024-07-23,152339,15,false,,2024-08-04T12:52:31Z,"soul jazz","Vulf Records",0.689,0.285,5,-14.362,1,0.282,0.981,0.0425,0.11,0.633,115.811,4
spotify:track:1H26eTheLo3Flr7KIdtSce,"Moondog","Moondog","Leif Vollebekk",2024-05-23,305640,41,false,,2024-07-31T17:33:26Z,"","Secret City Records",0.434,0.434,2,-13.233,1,0.0598,0.493,0.000434,0.104,0.217,167.307,4
spotify:track:2xb1HCvRkwY0vof2Z6VMe9,"More Than This","Songs From The Analog Playground","Charlie Hunter;Norah Jones",2001-01-01,250666,57,false,,2024-07-31T14:08:26Z,"jazz funk,acid jazz,jazz pop","Blue Note Records",0.716,0.179,7,-17.765,1,0.041,0.483,0.0000303,0.116,0.539,115.881,4
spotify:track:1TOkTAMMNdDvelTxZeMpLD,"Plant the Garden","Fake Romantic","Melt",2024-07-17,222059,9,false,,2024-07-24T18:44:10Z,"indie soul,pop soul","Melt Records",0.599,0.691,10,-7.443,1,0.0316,0.0326,0,0.0907,0.88,95.089,4
spotify:track:5LJSDkXPvfJguFmyAv8T89,"Coming Home Song","No Rulebook","Sammy Rae & The Friends",2024-07-12,200964,13,false,,2024-07-24T18:32:38Z,"pop soul","Nettwerk Music Group",0.631,0.596,5,-5.426,1,0.0378,0.457,0.0000515,0.0746,0.367,117.1,3
spotify:track:3T4erXTe5hAvvSnXWB72Yl,"Thieves","No Rulebook","Sammy Rae & The Friends",2024-07-12,209512,12,false,,2024-07-24T18:29:22Z,"pop soul","Nettwerk Music Group",0.436,0.597,11,-3.966,1,0.0562,0.0476,0.0208,0.149,0.322,172.189,4
spotify:track:4OVZT61Hd24Q4p1cux4BJ3,"No Rulebook","No Rulebook","Sammy Rae & The Friends",2024-07-12,233564,28,false,,2024-07-24T18:18:08Z,"pop soul","Nettwerk Music Group",0.73,0.315,11,-7.831,0,0.119,0.292,0.00416,0.0828,0.485,137.782,4
spotify:track:1chmZUBdfxoLWN1LCZ6HLO,"Bashed Out","Bashed Out","This Is The Kit",2015-04-07,221120,35,false,,2024-07-24T00:29:08Z,"","Brassland",0.493,0.335,4,-13.179,0,0.0315,0.955,0.0954,0.104,0.189,136.606,4
spotify:track:4lovbNtAeIxtXWy9bwEsQk,"Steps Beach","Bando Stone and The New World","Childish Gambino",2024-07-19,228896,54,false,,2024-07-19T16:58:03Z,"","Wolf+Rothstein/RCA Records",0.648,0.397,11,-10.437,0,0.0586,0.622,0.00000618,0.476,0.362,99.644,4
spotify:track:4E5vZdpmmjcOrQXz8JzOXa,"Just the Start","Big Ideas","Remi Wolf",2024-07-12,139683,39,false,,2024-07-19T15:31:38Z,"","Remi Wolf PS",0.446,0.418,5,-8.145,1,0.0568,0.933,0,0.291,0.608,115.921,3
spotify:track:7IRVlaBdKQ45AjWO7SmMMh,"Kangaroo","Big Ideas","Remi Wolf",2024-07-12,234482,47,false,,2024-07-19T15:13:53Z,"","Remi Wolf PS",0.694,0.825,1,-4.156,0,0.126,0.112,0,0.303,0.624,127.981,4
spotify:track:4CwrFUDEMDVRf3wNLwB5cY,"Foreign Ties","Future Self Only Dreams","Certainly So",2021-03-05,266653,43,false,,2024-07-17T11:50:11Z,"","Beef Records",0.64,0.678,1,-8.874,0,0.066,0.122,0.0000934,0.647,0.79,91.179,4
spotify:track:3kMrazSvILsgcwtidZd1Qd,"Bulletproof","La Roux","La Roux",2009,205733,78,false,,2024-07-16T13:29:39Z,"","Polydor Records",0.674,0.882,3,-2.771,0,0.0477,0.000441,0.0000662,0.068,0.682,123.017,4
spotify:track:7eNynetsjM4rSbW5AdA5u4,"Time Out","Open","Lambert",2022-05-13,184389,28,false,,2024-07-15T12:13:01Z,"neoclassical,contemporary classical,minimalism","Mercury Classics",0.403,0.0641,5,-27.095,0,0.0417,0.983,0.936,0.0998,0.203,78.597,4
spotify:track:4s61VMU3mdiVd56SnI3qJ0,"How It Is","Cannonball!","Sen Morimoto",2018-05-18,264475,9,false,,2024-07-11T14:01:43Z,"","88Rising Music / Sooper Records",0.695,0.533,11,-9.62,1,0.144,0.509,0.000126,0.184,0.604,93.063,3
spotify:track:70ufZ2LbHrAV4yxq5h9zFq,"Crane Song","Crane Song","TOLEDO",2018-01-30,289200,37,false,,2024-07-09T11:51:32Z,"","TOLEDO",0.458,0.365,9,-11.876,1,0.0387,0.58,0.0316,0.164,0.103,118.041,4
spotify:track:0y8e8muEHphzSaE7kDiYvn,"Harvest Moon","Harvest Moon","The Brothers Comatose;AJ Lee & Blue Summit",2022-10-28,282000,56,false,,2024-07-08T17:05:43Z,"bluegrass,newgrass,americana","Swamp Jam Records",0.672,0.316,4,-10.945,1,0.036,0.377,0.00419,0.112,0.527,119.289,4
spotify:track:75IN3CtuZwTHTnZvYM4qnJ,"My Name Is","The Slim Shady LP","Eminem",1999-02-23,268400,76,true,,2024-07-07T12:51:38Z,"rap,hip hop","Aftermath",0.869,0.68,1,-6.233,1,0.318,0.0416,0.00000112,0.0914,0.815,85.519,4
spotify:track:6BgwOHkiUb7e8zgsP1M66v,"Let The Good Times Roll","Pink Strat","Bahamas",2009-07-21,94053,25,false,,2024-07-04T18:42:05Z,"","Brushfire Records/Universal",0.703,0.186,9,-15.688,0,0.0468,0.906,0.633,0.104,0.243,115.936,4
spotify:track:3MRc1ubY6Gim3x0uVrPvBF,"Mamma Mia","Mamma Mia","Austin Weber",2018-09-09,209560,11,false,,2024-07-04T17:59:10Z,"","Specific Northwest",0.766,0.499,9,-8.731,1,0.0341,0.0103,0.00000222,0.116,0.92,129.976,4
spotify:track:754kgU5rWscRTfvlsuEwFp,"Kiss Me","Sixpence None The Richer","Sixpence None The Richer",1997-11-22,208680,87,false,,2024-07-04T00:21:26Z,"","Curb | Word",0.526,0.749,3,-6.964,1,0.0283,0.023,0.00000176,0.0692,0.421,99.982,4
spotify:track:2qCRXP0tE2x8OFWQYi8JGA,"Caroline","Caroline","Junior Mesa",2023-03-24,169878,29,false,,2024-07-03T13:48:19Z,"","Nice Life Recording Company",0.298,0.514,5,-7.801,1,0.0332,0.492,0.00153,0.227,0.4,102.513,4
spotify:track:0atclF6Pp5MffEEi7CSFlE,"Bad Love","Blue Skies","Dehd",2022-05-27,150824,53,false,,2024-07-03T13:46:15Z,"","Fat Possum",0.623,0.766,4,-7.445,1,0.0531,0.103,0.0193,0.158,0.55,153.15,4
spotify:track:3z49BSA3G1371doAevPhdD,"Garden Gate","Act 1: The Wandering","Mon Rovîa",2023-07-06,119301,0,false,,2024-07-03T13:44:42Z,"","Mon Rovîa",0.671,0.362,4,-13.674,1,0.0389,0.952,0.181,0.17,0.568,155.893,4
spotify:track:4xdBrk0nFZaP54vvZj0yx7,"HOT TO GO!","The Rise and Fall of a Midwest Princess","Chappell Roan",2023-09-22,184841,77,false,,2024-07-02T03:05:31Z,"","Chappell Roan PS/ Island",0.742,0.757,6,-4.981,1,0.0421,0.0187,0,0.305,0.957,139.982,4
spotify:track:7FOgcfdz9Nx5V9lCNXdBYv,"Red Wine Supernova","The Rise and Fall of a Midwest Princess","Chappell Roan",2023-09-22,192720,80,true,,2024-07-02T03:05:26Z,"","Chappell Roan PS/ Island",0.657,0.82,9,-4.448,1,0.0441,0.0176,0,0.0847,0.709,124.041,4
spotify:track:53IRnAWx13PYmoVYtemUBS,"Femininomenon","The Rise and Fall of a Midwest Princess","Chappell Roan",2023-09-22,219710,76,true,,2024-07-02T03:05:25Z,"","Chappell Roan PS/ Island",0.609,0.758,0,-4.885,0,0.0525,0.139,0.00000538,0.11,0.236,124.949,4
spotify:track:2KnuaZYoGzDoHiBTNYOTXG,"Billie Bossa Nova","Happier Than Ever","Billie Eilish",2021-07-30,196730,78,false,,2024-07-01T03:26:37Z,"","Darkroom/Interscope Records",0.895,0.389,7,-11.036,0,0.11,0.222,0.0346,0.105,0.549,110.023,4
spotify:track:0q6LuUqGLUiCPP1cbdwFs3,"On Melancholy Hill","Plastic Beach","Gorillaz",2010-03-05,233866,81,false,,2024-06-23T20:23:52Z,"","Parlophone UK",0.689,0.739,2,-5.81,1,0.026,0.0000151,0.509,0.064,0.578,120.423,4
spotify:track:0HAqq2GcQKyi3s87GuN7jU,"Amoeba","Sling","Clairo",2021-07-16,228922,76,false,,2024-06-21T21:30:33Z,"bedroom pop","Republic Records",0.739,0.491,6,-11.515,1,0.027,0.791,0.0366,0.1,0.707,111.008,4
spotify:track:306xT15GTuDs3NyopIANrh,"My Fun","My Fun","Suki Waterhouse",2024-04-11,162291,57,false,,2024-06-21T21:09:43Z,"","Sub Pop Records",0.445,0.699,4,-5.217,1,0.134,0.115,0.00263,0.274,0.847,174.078,4
spotify:track:6sOK9LnvTTj4E2ZGzhKTQo,"Good Life","The Good Life","Sammy Rae & The Friends",2018-07-10,236000,56,false,,2024-06-19T20:10:22Z,"pop soul","Nettwerk Music Group",0.429,0.798,3,-5.361,0,0.0836,0.537,0,0.0676,0.393,99.482,4
spotify:track:2HYFX63wP3otVIvopRS99Z,"Houdini","Houdini","Eminem",2024-05-31,227239,77,true,,2024-06-19T20:00:20Z,"rap,hip hop","Shady/Aftermath/Interscope Records",0.936,0.887,9,-2.76,0,0.0683,0.0292,0.00000188,0.0582,0.889,127.003,4
spotify:track:7zkLpY72g6lKQbiHDqri1S,"Sunrise","Feels Like Home","Norah Jones",2004-01-01,200626,76,false,,2024-06-17T00:52:19Z,"jazz pop","Blue Note Records",0.526,0.299,8,-13.797,1,0.031,0.941,0.097,0.106,0.679,156.848,4
spotify:track:5Q2NSH76qzSqBf9nfHzdl1,"mama's knee","On Loving Earth","OHMA",2024-04-26,202000,27,false,,2024-06-15T12:49:27Z,"ambient jazz","Astral Projections",0.273,0.0476,1,-25.54,1,0.0431,0.956,0.857,0.321,0.369,85.701,4
spotify:track:1AgKm1bLfkByxpONHlaLLk,"Up Top","Uncommon Good","Busty and the Bass",2017-09-08,277550,54,false,,2024-06-14T20:24:50Z,"retro soul","Lighter Than Air",0.83,0.732,7,-5.907,1,0.0605,0.158,0.0000673,0.387,0.766,115.043,4
spotify:track:5AJ9hqTS2wcFQCELCFRO7A,"MILLION DOLLAR BABY","MILLION DOLLAR BABY","Tommy Richman",2024-04-26,155151,85,false,,2024-06-10T17:42:55Z,"","PULSE Records",0.852,0.697,1,-5.52,0,0.0439,0.0973,0.00037,0.0678,0.919,138.029,4
spotify:track:7o8vTKpUe6GvlssjGhZk7d,"Human","Human","dodie;Tom Walker",2019-01-18,202721,45,false,,2024-06-10T14:31:30Z,"","doddleoddle",0.665,0.287,8,-14.923,1,0.04,0.938,0.149,0.103,0.386,133.924,4
spotify:track:6dOtVTDdiauQNBQEDOtlAB,"BIRDS OF A FEATHER","HIT ME HARD AND SOFT","Billie Eilish",2024-05-17,210373,95,false,,2024-06-09T22:29:47Z,"","Darkroom/Interscope Records",0.747,0.507,2,-10.171,1,0.0358,0.2,0.0608,0.117,0.438,104.978,4
spotify:track:7hyXvklwSf9ceS0EpV6ial,"City Kitty","Rolodex","French Cassettes",2020-12-11,216000,43,false,,2024-06-08T16:55:39Z,"","Tender Loving Empire",0.648,0.528,0,-10.335,1,0.0296,0.419,0.000591,0.126,0.731,86.017,4
spotify:track:0ZDwhNFZnPx9EIPCcwGUHC,"Hell N Back (feat. Summer Walker)","Hell N Back (feat. Summer Walker)","Bakar;Summer Walker",2023-09-21,195147,72,true,,2024-06-08T14:34:43Z,"r&b","Black Butter",0.64,0.673,5,-4.519,0,0.563,0.288,0.00000215,0.113,0.736,209.942,4
spotify:track:3HSqB6Oqrq2jLkPLISOIUL,"If I Could Leave","If I Could Leave","Keenan O'Meara",2020-11-13,160000,34,false,,2024-06-07T23:21:36Z,"ambient folk","Keenan O'Meara",0.368,0.116,4,-15.442,1,0.0857,0.98,0.00516,0.119,0.289,49.764,3
spotify:track:4G0cKJupBY79cAoYDihZwI,"Pin It Down","Who Are You Now","Madison Cunningham",2019-08-16,246573,42,false,,2024-06-07T19:50:25Z,"","Verve Forecast",0.637,0.565,5,-6.864,1,0.0551,0.307,0.0000103,0.11,0.689,167.687,4
spotify:track:28EgLQaFs0UdL2b3Qd4rQf,"Last Plane Out","The Programme","PREP",2024-06-07,273520,3,false,,2024-06-07T17:06:42Z,"","Bright Antenna",0.854,0.385,5,-12.283,1,0.0585,0.504,0.213,0.0967,0.503,139.959,4
spotify:track:7La2ON2EjCTvCJBc2VWUaT,"Heartless Author (feat. Madison Cunningham)","Multitudes","Alisa Amador;Madison Cunningham",2024-06-07,163786,8,false,,2024-06-07T13:57:00Z,"","Honest Magic Records",0.48,0.321,7,-11.771,1,0.0316,0.874,0.000786,0.111,0.249,107.073,4
spotify:track:036AZKIJpgCDy1huQOUKsR,"Heater Beater","Honey Days","Calimossa",2019-10-18,183953,55,false,,2024-06-03T23:44:01Z,"","Duetti",0.799,0.655,9,-5.887,1,0.224,0.521,0,0.103,0.83,95.007,4
spotify:track:0bRXwKfigvpKZUurwqAlEh,"Lovely Day","Menagerie","Bill Withers",1977-10-29,257157,84,false,,2024-06-01T19:13:20Z,"soul","Columbia/Legacy",0.692,0.651,9,-8.267,1,0.0324,0.292,0.00241,0.105,0.706,97.923,4
spotify:track:3Fj47GNK2kUF0uaEDgXLaD,"wish you were gay","WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?","Billie Eilish",2019-03-29,221543,76,false,,2024-05-31T01:20:15Z,"","Darkroom/Interscope Records",0.853,0.351,7,-10.198,1,0.241,0.39,0.00000938,0.752,0.282,118.028,4
spotify:track:2Ssmm0hnmtmuzhb1JOmo5B,"Kiss Me","Kiss Me","Wass",2020-11-18,122274,40,false,,2024-05-26T13:44:03Z,"","Mantis Records",0.58,0.366,2,-13.322,1,0.0893,0.326,0.873,0.122,0.416,158.135,4
spotify:track:0UXQegGGRyU1QXmpnFC9Gp,"Risk It All","Risk It All","SAHRA",2024-04-04,273000,33,false,,2024-05-26T12:00:33Z,"uk r&b","SUN OF AGMIU",0.323,0.212,2,-9.232,1,0.0469,0.896,0.000178,0.114,0.377,199.19,4
spotify:track:6HP9phhfmRUcFmuPCDGzbA,"Rookie","Surf The Sun","Eleni Drake",2023-05-19,259894,0,false,,2024-05-25T01:13:12Z,"","Vanilla Sky Recordings",0.725,0.306,6,-11.505,1,0.0282,0.897,0.0342,0.109,0.314,97.982,4
spotify:track:0encug7QQRGW2FBLmg5Wu7,"Blessin' Me","Red Hearse","Red Hearse",2019-08-16,185031,39,false,,2024-05-21T00:58:18Z,"","RCA Records Label",0.627,0.515,2,-8.392,1,0.168,0.69,0.000636,0.176,0.698,73.538,4
spotify:track:6SdwTlnOy0hcfXmkwQrSw2,"Human Sacrifice","Atavista","Childish Gambino",2024-05-13,352725,46,false,,2024-05-18T15:40:15Z,"","Wolf+Rothstein/RCA Records",0.315,0.711,2,-8.328,0,0.108,0.303,0.000024,0.0963,0.366,198.738,4
spotify:track:5V7QNaunpviHGU1qustwbl,"Sweet Thang (feat. Summer Walker)","Atavista","Childish Gambino;Summer Walker",2024-05-13,425574,45,false,,2024-05-18T15:31:06Z,"r&b","Wolf+Rothstein/RCA Records",0.339,0.539,5,-7.425,1,0.0375,0.22,0,0.11,0.0726,149.916,4
spotify:track:0hYh0vcM53aRbksX7ZcpOI,"Time (feat. Ariana Grande)","Atavista","Childish Gambino;Ariana Grande",2024-05-13,334879,46,true,,2024-05-18T15:11:38Z,"pop","Wolf+Rothstein/RCA Records",0.466,0.728,5,-5.733,1,0.0379,0.146,0.000471,0.166,0.272,171.838,4
spotify:track:6Lj4RhwPsVfMn7tsA5i8jW,"Atavista","Atavista","Childish Gambino",2024-05-13,181661,50,false,,2024-05-18T15:11:37Z,"","Wolf+Rothstein/RCA Records",0.663,0.702,7,-7.192,1,0.0336,0.147,0.0218,0.214,0.391,89.98,4
spotify:track:3aZY7DUF7XYbqiBz20il45,"Oceans Away","Ventura (Extended)","Sofía Valdés",2021-05-21,182526,36,false,,2024-05-13T14:23:11Z,"latin indie","Warner Records",0.776,0.605,1,-5.961,0,0.04,0.511,0.000224,0.119,0.639,135.011,4
spotify:track:2lesq5WVpUUBJxFxAkJekl,"Playroom (feat. Kate Bollinger)","Los Angeles Story","Paul Cherry;Kate Bollinger",2023-06-02,142880,0,false,,2024-05-13T13:55:08Z,"bedroom pop","Born Losers Records",0.477,0.475,11,-8.88,0,0.162,0.526,0.0108,0.118,0.414,78.79,4
spotify:track:3xKsf9qdS1CyvXSMEid6g8,"Pink + White","Blonde","Frank Ocean",2016-08-20,184516,89,false,,2024-05-05T13:20:13Z,"","Boys Don't Cry",0.545,0.545,9,-7.362,1,0.107,0.667,0.0000548,0.417,0.549,159.94,3
spotify:track:0KKkJNfGyhkQ5aFogxQAPU,"That's What I Like","24K Magic","Bruno Mars",2016-11-18,206693,93,false,,2024-05-05T13:11:32Z,"","Atlantic Records",0.853,0.56,1,-4.961,1,0.0406,0.013,0,0.0944,0.86,134.066,4
spotify:track:2qSkIjg1o9h3YT9RAgYN75,"Espresso","Espresso","Sabrina Carpenter",2024-04-12,175459,87,true,,2024-05-03T13:29:04Z,"pop","Island Records",0.701,0.76,0,-5.478,1,0.0285,0.107,0.0000654,0.185,0.69,103.969,4
